,장소명,위도,경도,주제
1176,신양입구,33.444815,126.913389,정류장
1177,신엄리,33.471833,126.368207,정류장
1178,신연동,33.316082,126.249655,정류장
1179,신제주오피스텔,33.4833,126.489717,정류장
1180,신제주초등학교,33.485047,126.496321,정류장
1181,신창리 농산물종합유통센터,33.34664,126.190923,정류장
1182,신창리 하나로마트 한경농협,33.346931,126.189984,정류장
1183,신창리한경수협,33.347611,126.182788,정류장
1184,신창상동,33.348383,126.187333,정류장
1185,신창중학교,33.347374,126.182709,정류장
1186,신창환승정류장(한경면사무소),33.350531,126.183346,정류장
1187,신천동,33.503926,126.549588,정류장
1188,신천리,33.344884,126.849786,정류장
1189,신천리취락구조,33.34805,126.853633,정류장
1190,신촌리,33.534393,126.621555,정류장
1191,신촌초등학교,33.53275,126.618767,정류장
1192,신평리,33.265118,126.258805,정류장
1193,신평리 상동,33.26815,126.262333,정류장
1194,신풍리 화단이소,33.358501,126.837102,정류장
1195,신풍리사거리,33.364242,126.835342,정류장
1196,신풍리하동,33.362567,126.865117,정류장
1197,신풍입구,33.36105,126.820449,정류장
1198,신협,33.264204,126.613243,정류장
1199,신효동,33.26361,126.610119,정류장
1200,신흥1리사무소,33.304994,126.766081,정류장
1201,신흥1번지,33.306144,126.773948,정류장
1202,신흥2리,33.315747,126.748717,정류장
1203,신흥2리 보건진료소,33.3197,126.747946,정류장
1204,신흥2리사무소,33.321591,126.745363,정류장
1205,신흥교,33.313914,126.750914,정류장
1206,신흥교차로,33.300725,126.766992,정류장
1207,신흥농장,33.311971,126.754373,정류장
1208,신흥동,33.33863,126.26416,정류장
1209," 신흥리(마을입구),함덕고등학교",33.543415,126.653501,정류장
1210,신흥리취락구조,33.298593,126.764908,정류장
1211,씨 에스호텔,33.24385,126.420333,정류장
1212,씨사이드홈,33.280524,126.72421,정류장
1213,아라동주민센터,33.4759,126.5449,정류장
1214,아라주공아파트/아라스위첸아파트,33.473079,126.545689,정류장
1215,아라초등학교,33.47748,126.544696,정류장
1216,아르미아파트,33.496037,126.594469,정류장
1217,아름마을아파트,33.484127,126.428345,정류장
1218,아시아CGI애니메이션센터,33.25235,126.567617,정류장
1219,아이뜨락공원,33.264117,126.553433,정류장
1220,안국사,33.468603,126.611192,정류장
1221,안남동,33.482514,126.406622,정류장
1222,안덕119센터,33.250611,126.328899,정류장
1223,안덕계곡,33.258162,126.35336,정류장
1224,안덕면사무소,33.257314,126.330035,정류장
1225,안덕초등학교,33.249047,126.335881,정류장
1226,안성리,33.249394,126.281952,정류장
1227,안성리가스충전소,33.251022,126.283699,정류장
1228,안성리사무소앞,33.249335,126.281276,정류장
1229,안성리새동네,33.250846,126.283469,정류장
1230,알밤오름,33.496783,126.712698,정류장
1231,알송당,33.48375,126.787237,정류장
1232,알진오름입구,33.477243,126.784173,정류장
1233,앞거리,33.257687,126.426545,정류장
1234,앞동산,33.263767,126.61425,정류장
1235,앞밭가름,33.44273,126.401666,정류장
1236,애월 119센터,33.466244,126.348733,정류장
1237,애월고등학교,33.462595,126.334567,정류장
1238,애월리,33.464392,126.320686,정류장
1239,애월신협,33.464162,126.320998,정류장
1240,애월읍사무소,33.462606,126.330349,정류장
1241,애월중학교,33.463533,126.324159,정류장
1242,애월하나로마트,33.460081,126.3213,정류장
1243,애조로 광령1리입구,33.472132,126.434167,정류장
1244,약천사,33.242896,126.450836,정류장
1245,양가왓,33.264209,126.555599,정류장
1246,양돈단지,33.360283,126.3083,정류장
1247,양잠단지,33.4588,126.702917,정류장
1248,양지(추모)공원,33.438483,126.5764,정류장
1249,양천상동,33.515783,126.64855,정류장
1250,어대오름,33.501052,126.761005,정류장
1251,어두모루,33.251624,126.438537,정류장
1252,어리목,33.390355,126.48531,정류장
1253,어리목입구,33.390217,126.485333,정류장
1254,어영마을,33.518615,126.488922,정류장
1255,어영해안도로(시티투어),33.519619,126.492674,정류장
1256,어음1리사무소,33.417499,126.330624,정류장
1257,어음1리입구,33.418377,126.326648,정류장
1258,어음2리,33.402472,126.338431,정류장
1259,어음2리사무소,33.401218,126.336629,정류장
1260,어음2리입구,33.380255,126.370481,정류장
1261,어촌계입구,33.288294,126.749002,정류장
1262,억수동,33.52673,126.686717,정류장
1263,엘리시안CC,33.380167,126.371417,정류장
1264,여의물,33.244884,126.538454,정류장
1265,역지동,33.346888,126.783568,정류장
1266,연대마을,33.491743,126.42325,정류장
1267,연동365의원/한국건강관리협회,33.481758,126.491201,정류장
1268,연동대림1차아파트,33.480284,126.489753,정류장
1269,연동입구,33.495231,126.496991,정류장
1270,연동주민센터,33.487317,126.496617,정류장
1271,연미마을,33.486857,126.507093,정류장
1272,연미마을 입구,33.492983,126.5075,정류장
1273,연미마을회관,33.486655,126.504807,정류장
1274,연미입구,33.487623,126.508382,정류장
1275,연수마을,33.501631,126.543366,정류장
1276,열린병원,33.25387,126.564674,정류장
1277,염돈,33.2499,126.494783,정류장
1278,염돈동,33.250117,126.49405,정류장
1279,영등물,33.555522,126.736131,정류장
1280,영락리,33.257907,126.210009,정류장
1281,영락사통,33.260603,126.207769,정류장
1282,영실매표소,33.340251,126.48022,정류장
1283,영실입구,33.333039,126.459592,정류장
1284,영주고등학교,33.457124,126.577754,정류장
1285,영천동주민센터,33.268881,126.587131,정류장
1286,영평동,33.479182,126.563476,정류장
1287,영평상동마을회관,33.476663,126.568226,정류장
1288,영평하동,33.48694,126.573319,정류장
1289,예래동가동거리,33.245371,126.387888,정류장
1290,예래동주민센터,33.253767,126.397717,정류장
1291,예래입구,33.258694,126.404644,정류장
1292,예래초등학교,33.246558,126.391097,정류장
1293,예래헬스사우나,33.264187,126.385013,정류장
1294,예비군훈련장,33.47535,126.5017,정류장
1295,예원동,33.456102,126.403353,정류장
1296,예원동민회관 앞,33.458989,126.399334,정류장
1297,예향원,33.353041,126.258867,정류장
1298,오광로,33.485253,126.461001,정류장
1299,오광로입구,33.49531,126.456364,정류장
1300,오당빌레,33.45352,126.353524,정류장
1301,오도마을,33.491073,126.457375,정류장
1302,오등동,33.475142,126.529413,정류장
1303,오라1동,33.492629,126.516216,정류장
1304,오라3동,33.49925,126.503183,정류장
1305,오라동 주민센터,33.496283,126.512633,정류장
1306,오라동주민센터,33.495198,126.512588,정류장
1307,오라오거리,33.500033,126.50465,정류장
1308,오라초등학교,33.489079,126.512381,정류장
1309,오래물광장,33.504864,126.467222,정류장
1310,오렌지빌라,33.259148,126.569095,정류장
1311,오름가름,33.47169,126.508162,정류장
1312,오름중학교,33.517293,126.585824,정류장
1313,오봉교,33.474658,126.526358,정류장
1314,오설록,33.305222,126.290465,정류장
1315,오션팰리스호텔,33.246031,126.561872,정류장
1316,오조리,33.467117,126.91305,정류장
1317,오조리 입구,33.467136,126.913483,정류장
1318,오조리상동입구,33.462818,126.910286,정류장
1319,오조리하동,33.458533,126.91225,정류장
1320,오조해녀의집,33.4687,126.922317,정류장
1321,오족돌,33.256517,126.432183,정류장
1322,오현중고등학교,33.515183,126.557067,정류장
1323,오희준 공원,33.266183,126.5852,정류장
1324,온평리,33.404321,126.896555,정류장
1325,온평초등학교,33.408283,126.89775,정류장
1326,올리수,33.324831,126.713723,정류장
1327,옹포리,33.403324,126.252161,정류장
1328,옹포사거리,33.40585,126.256117,정류장
1329,와산리,33.491106,126.678281,정류장
1330,와산리경로당,33.492869,126.681091,정류장
1331,와산삼거리,33.491287,126.682259,정류장
1332,와흘,33.503082,126.635059,정류장
1333,와흘리,33.50455,126.636083,정류장
1334,외도부영 1차 아파트,33.48635,126.430967,정류장
1335,외도부영 1차아파트,33.486746,126.430827,정류장
1336,외도부영 2차 아파트,33.484875,126.430736,정류장
1337,외도초등학교,33.493416,126.433207,정류장
1338,용강동퐁낭밭,33.471183,126.584054,정류장
1339,용강마을,33.475703,126.585532,정류장
1340,용담1동주민센터,33.509733,126.513233,정류장
1341,용담레포츠공원,33.518001,126.499884,정류장
1342,용담사거리,33.510917,126.513867,정류장
1343,용담새마을금고,33.509583,126.515267,정류장
1344,용담어린이집,33.511717,126.505482,정류장
1345,용당,33.255227,126.540076,정류장
1346,용당리,33.333286,126.181777,정류장
1347,용마마을회관,33.515218,126.50258,정류장
1348,용문마을,33.50765,126.509417,정류장
1349,용문마을회관,33.50565,126.50825,정류장
1350,용문사거리,33.508808,126.510051,정류장
1351,용수리,33.321014,126.178543,정류장
1352,용수리마을회관,33.325288,126.168835,정류장
1353,용수리충혼묘지,33.320864,126.178125,정류장
1354,용연구름다리(시티투어),33.514841,126.516355,정류장
1355,용운동,33.432267,126.275967,정류장
1356,용천마을,33.499916,126.521348,정류장
1357,용천사입구,33.261317,126.5302,정류장
1358,용흥동,33.250454,126.482506,정류장
1359,용흥리,33.451714,126.369594,정류장
1360,용흥리 상동,33.456029,126.370021,정류장
1361,용흥리 하동,33.461911,126.368582,정류장
1362,용흥리마을회관,33.458945,126.369589,정류장
1363,우남동,33.264316,126.390889,정류장
1364,우당도서관,33.512309,126.548153,정류장
1365,우당도서관 입구,33.51262,126.545174,정류장
1366,우령마을입구,33.488467,126.430986,정류장
1367,우령서로입구,33.491794,126.426207,정류장
1368,우령이 마을,33.4885,126.4308,정류장
1369,우진교차로,33.460079,126.699196,정류장
1370,운전면허시험장,33.40645,126.3862,정류장
1371,웃 인다 마을,33.46446,126.549248,정류장
1372,웃가름,33.509275,126.707011,정류장
1373,웃거리,33.43984,126.403067,정류장
1374,웃드르빛센터,33.302443,126.258748,정류장
1375,웃송당,33.471293,126.77146,정류장
1376,원노형,33.486177,126.483189,정류장
1377,원노형마을,33.483446,126.480758,정류장
1378,원님교차로,33.305475,126.700333,정류장
1379,원당봉,33.521659,126.593254,정류장
1380,원당분화원,33.521261,126.594278,정류장
1381,원동,33.40061,126.379166,정류장
1382,원동입구,33.445879,126.337022,정류장
1383,원물오름,33.318603,126.346516,정류장
1384,원불교,33.284498,126.715223,정류장
1385,월광동굴동산,33.294989,126.25717,정류장
1386,월광로,33.4932,126.475367,정류장
1387,월구마을,33.500133,126.507,정류장
1388,월라봉,33.26225,126.605617,정류장
1389,월랑 입구,33.49395,126.471567,정류장
1390,월랑로 입구,33.493683,126.472133,정류장
1391,월랑마을 남녕고등학교,33.4877,126.482196,정류장
1392,월랑초등학교,33.49265,126.4791,정류장
1393,월령리,33.375954,126.217399,정류장
1394,월림,33.347917,126.256083,정류장
1395,월림리,33.354767,126.26165,정류장
1396,월림삼거리,33.350017,126.2562,정류장
1397,월산동,33.259899,126.491708,정류장
1398,월산마을,33.473051,126.463467,정류장
1399,월산정수장입구,33.4784,126.468695,정류장
1400,월성마을회관,33.502317,126.50475,정류장
1401,월정리,33.551966,126.790504,정류장
1402,월정리 용천동,33.550512,126.781761,정류장
1403,월정사,33.467617,126.51045,정류장
1404,월평 아왜낭목,33.243533,126.4588,정류장
1405,월평마을,33.469762,126.575186,정류장
1406,월평알동네,33.243271,126.460552,정류장
1407,위미1리사무소,33.274117,126.65645,정류장
1408,위미감협,33.281074,126.669247,정류장
1409,위미농협 하례지소,33.297676,126.609549,정류장
1410,위미문화의집,33.274767,126.658375,정류장
1411,위미정수장,33.286417,126.672383,정류장
1412,위미중학교,33.280625,126.662258,정류장
1413,위미초등학교,33.273667,126.65455,정류장
1414,유수암 천,33.442995,126.400665,정류장
1415,유수암(거문덕이),33.431052,126.400202,정류장
1416,유수암리입구,33.443392,126.391035,정류장
1417,유수암상동경로당,33.422941,126.405053,정류장
1418,은남동,33.485822,126.490897,정류장
1419,응전동,33.28295,126.300367,정류장
1420,의귀 산하동,33.29895,126.720967,정류장
1421,의귀교회 앞,33.31235,126.713867,정류장
1422,의귀리 월산동,33.312472,126.721456,정류장
1423,의귀서동네,33.309645,126.711738,정류장
1424,의귀환승정류장(의귀초등학교),33.310658,126.714778,정류장
1425,이교동삼거리,33.226244,126.271148,정류장
1426,이기풍선교기념관,33.455887,126.662277,정류장
1427,이도2동행정복지센터,33.496505,126.536405,정류장
1428,이도근린공원,33.497083,126.545067,정류장
1429,이도주공아파트,33.490199,126.533988,정류장
1430,이스트소프트,33.447226,126.571472,정류장
1431,이시돌 삼거리,33.344667,126.316717,정류장
1432,이시돌단지,33.358833,126.334633,정류장
1433,이천장물,33.241757,126.467488,정류장
1434,이호2동,33.495076,126.461218,정류장
1435,이호동 동마을,33.500406,126.461536,정류장
1436,이호동물병원,33.353666,126.315453,정류장
1437,이호동주민센터,33.49905,126.458783,정류장
1438,이호테우해수욕장,33.496326,126.455387,정류장
1439,이화농장,33.324767,126.731567,정류장
1440,이화아파트,33.51828,126.53985,정류장
1441,인다마을,33.47145,126.5454,정류장
1442,인성리(남문지앞사거리),33.248102,126.27803,정류장
1443,인성리(보성농협앞),33.2482,126.276917,정류장
1444,인향동입구,33.272294,126.245711,정류장
1445,인화동,33.509233,126.5394,정류장
1446,인화동입구,33.512717,126.538517,정류장
1447,인화초등학교,33.50668,126.539366,정류장
1448,일과2리 사무소,33.2452,126.223812,정류장
1449,일과2리 서림수원지입구,33.242317,126.228978,정류장
1450,일도2동주민센터,33.510685,126.539065,정류장
1451,일성콘도미니엄,33.384988,126.221689,정류장
1452,일우 한란 아파트,33.492601,126.431025,정류장
1453,일출랜드입구,33.380747,126.845068,정류장
1454,임항로,33.521023,126.54047,정류장
1455,입석동,33.31595,126.596733,정류장
1456,입전동,33.423755,126.284413,정류장
1457,자연빌라,33.262183,126.538983,정류장
1458,자운당,33.467341,126.357038,정류장
1459,자운당사거리,33.466757,126.357785,정류장
1460,작박동네,33.2532,126.423733,정류장
1461,장구마을,33.476373,126.53248,정류장
1462,장머들,33.520583,126.568433,정류장
1463,장안그랜드빌라,33.243647,126.596244,정류장
1464,장애인복지회관,33.286417,126.584315,정류장
1465,장전리동가름,33.452539,126.395321,정류장
1466,장전리사무소,33.450883,126.38845,정류장
1467,장전리입구,33.443518,126.391119,정류장
1468,장전알동네,33.452236,126.385551,정류장
1469,장전초등학교,33.450536,126.390522,정류장
1470,장지동산,33.401401,126.882021,정류장
1471,저지남동,33.3301,126.25515,정류장
1472,저지리,33.326697,126.25343,정류장
1473,저지리 수동,33.3369,126.23625,정류장
1474,저지리사무소,33.333417,126.256483,정류장
1475,저지리성전동,33.3413,126.256983,정류장
1476,저지리신흥동,33.338556,126.263964,정류장
1477,저지리알못,33.335831,126.2637,정류장
1478,저청중학교,33.325617,126.251733,정류장
1479,전경대 입구,33.506985,126.876996,정류장
1480,전국환경감시협회/편백숲마을,33.461799,126.660931,정류장
1481,전원마을,33.474559,126.638685,정류장
1482,전원유치원,33.487242,126.53966,정류장
1483,정든마을,33.487447,126.474057,정류장
1484,정든마을3단지,33.490069,126.471288,정류장
1485,정문동,33.249641,126.393561,정류장
1486,정부제주 지방합동청사,33.49205,126.527383,정류장
1487,정실,33.46962,126.509668,정류장
1488,정실마을,33.469183,126.509717,정류장
1489,정실오거리,33.467083,126.514483,정류장
1490,정존마을,33.481317,126.4733,정류장
1491,제2효레교,33.284717,126.6083,정류장
1492,제3의귀교,33.312352,126.71925,정류장
1493,제4부두,33.520327,126.538084,정류장
1494,제6부두,33.522174,126.544637,정류장
1495,제대마을,33.457724,126.554014,정류장
1496,제대아파트,33.4589,126.5573,정류장
1497,제석공원,33.246083,126.566966,정류장
1498,제석머리,33.315067,126.176941,정류장
1499,제성마을,33.493611,126.485401,정류장
1500,제원아파트,33.487531,126.489892,정류장
1501,제일교 동문시장입구,33.51235,126.53175,정류장
1502,제일농장,33.492819,126.668375,정류장
1503,제일빌리지,33.460685,126.444842,정류장
1504,제주 썬호텔,33.489719,126.493703,정류장
1505,제주고등학교,33.472216,126.484391,정류장
1506,제주고등학교/중흥S클래스,33.47626,126.481417,정류장
1507,제주공룡랜드,33.44329,126.431859,정류장
1508,제주공천포 전지훈련센터,33.274333,126.639471,정류장
1509,제주관광대학,33.447524,126.435203,정류장
1510,제주교통방송 아라아이파크,33.477994,126.550031,정류장
1511,제주국제공항(600번),33.505772,126.492522,정류장
1512," 제주국제공항1(표선,성산,남원)",33.506625,126.493982,정류장
1513," 제주국제공항3(용담,시청)",33.506611,126.493456,정류장
1514," 제주국제공항6(노형,연동)",33.506099,126.492756,정류장
1515,제주국제공항입구,33.504612,126.49647,정류장
1516,제주국제대학교,33.438379,126.569984,정류장
1517,제주국제자유도시 개발센터,33.452864,126.571306,정류장
1518,제주국제컨벤션센터,33.243475,126.424896,정류장
1519,제주국제컨벤션센터 중문대포해안주상절리대,33.242833,126.424997,정류장
1520,제주대학교,33.460114,126.561659,정류장
1521,제주대학교 입구,33.456733,126.55105,정류장
1522,제주대학교교육대학,33.5137,126.553883,정류장
1523,제주대학교병원,33.469089,126.547389,정류장
1524,제주대학교입구,33.456718,126.550757,정류장
1525,제주도립미술관입구,33.454537,126.487107,정류장
1526,제주도청 신제주로터리,33.491433,126.496783,정류장
1527,제주돌문화공원,33.447473,126.664015,정류장
1528,제주동중학교,33.519583,126.570783,정류장
1529,제주동초등학교,33.513277,126.532802,정류장
1530,제주모자원입구,33.462861,126.566447,정류장
1531,제주목장,33.41726,126.677938,정류장
1532,제주민속식품입구,33.428513,126.751467,정류장
1533,제주민속오일장,33.493668,126.478463,정류장
1534,제주민속오일장입구,33.493759,126.474952,정류장
1535,제주민속자연사박물관(삼성혈/시티투어),33.506623,126.530344,정류장
1536,제주민속촌,33.324712,126.843224,정류장
1537,제주삼다수,33.421404,126.676642,정류장
1538,제주삼양동유적,33.5232,126.586422,정류장
1539,제주서부신협,33.328105,126.253816,정류장
1540,제주서중학교,33.493506,126.48168,정류장
1541,제주시보건소,33.491287,126.51937,정류장
1542,제주아트리움,33.466133,126.456833,정류장
1543,제주안전체험관,33.388951,126.372885,정류장
1544,제주여자상업고등학교,33.513933,126.536525,정류장
1545,제주여자중고등학교,33.484997,126.541707,정류장
1546,제주여자중고등학교 제주지방해양경찰청,33.485215,126.541792,정류장
1547,제주연안여객터미널,33.51915,126.53535,정류장
1548,제주영지학교,33.489294,126.542671,정류장
1549,제주오설록 티뮤지엄,33.305333,126.288008,정류장
1550,제주월드컵경기장 서귀포버스터미널,33.249483,126.508617,정류장
1551,제주월드컵경기장(600번),33.249109,126.509067,정류장
1552,제주유리의성,33.314132,126.271916,정류장
1553,제주은행,33.248076,126.563559,정류장
1554,제주의료원,33.445713,126.55843,정류장
1555,제주자동차검사소,33.514567,126.588986,정류장
1556,제주제일고등학교,33.480083,126.481967,정류장
1557,제주제일중학교,33.494206,126.539676,정류장
1558,제주조각공원,33.249311,126.321331,정류장
1559,제주조각공원입구,33.250638,126.321653,정류장
1560,제주중앙 여자중학교,33.505533,126.519766,정류장
1561,제주중앙고등학교,33.47149,126.571282,정류장
1562,제주중앙중학교,33.485533,126.499383,정류장
1563,제주중학교/제주향교,33.510783,126.5157,정류장
1564,제주컨트리클럽,33.433103,126.585177,정류장
1565,제주평화양로원,33.46532,126.614862,정류장
1566,제주평화양로원 입구,33.465503,126.611123,정류장
1567,제주학생문화원,33.501503,126.543171,정류장
1568,제주한라대학교,33.478083,126.47516,정류장
1569,제주해변공연장,33.517297,126.522467,정류장
1570,제주해안경비단,33.357274,126.823137,정류장
1571,제주해양경찰서,33.520416,126.539718,정류장
1572,조성동입구,33.357733,126.2737,정류장
1573,조수1리,33.3378,126.228,정류장
1574,조수1리 중동,33.334204,126.226998,정류장
1575,조수2리,33.29585,126.217633,정류장
1576,조수2리웃동네,33.296766,126.219968,정류장
1577,조수2리윗동네,33.296859,126.219613,정류장
1578,조수리,33.335758,126.228314,정류장
1579,조천도서관,33.537195,126.666697,정류장
1580,조천리,33.535783,126.63625,정류장
1581,조천리 상동,33.535227,126.6358,정류장
1582,조천만세동산,33.539583,126.6417,정류장
1583,조천읍사무소,33.534859,126.632169,정류장
1584,조천체육관,33.540067,126.642733,정류장
1585,조천초등학교,33.534967,126.632717,정류장
1586,조천환승정류장(조천리사무소),33.538267,126.6399,정류장
1587,조천환승정류장(조천우체국),33.5377,126.638767,정류장
1588,존손이굴,33.452856,126.359876,정류장
1589,종달리,33.49497,126.896371,정류장
1590,종달초등학교,33.493006,126.896363,정류장
1591,종보존연구센터,33.276117,126.681533,정류장
1592,종합사격장,33.441825,126.566247,정류장
1593,종합어시장,33.5164,126.527933,정류장
1594,좌기동,33.274537,126.234257,정류장
1595,주거물,33.243947,126.521245,정류장
1596,주공 2단지,33.2548,126.572517,정류장
1597,주공 3 4단지,33.250098,126.571865,정류장
1598,주공2단지,33.252846,126.571955,정류장
1599,주공2아파트,33.252248,126.571857,정류장
1600,주공6단지,33.262688,126.559048,정류장
1601,주공아파트,33.251084,126.572209,정류장
1602,주공아파트5단지,33.2646,126.56115,정류장
1603,주르레마을,33.450387,126.486479,정류장
1604,주암주택,33.54085,126.645433,정류장
1605,죽성마을 입구,33.46313,126.549102,정류장
1606,중동,33.437532,126.295727,정류장
1607,중문고등학교,33.252761,126.448583,정류장
1608,중문골프장,33.24985,126.407506,정류장
1609,중문관광단지,33.252383,126.412967,정류장
1610,중문관광단지 여미지식물원입구,33.252142,126.41268,정류장
1611,중문관광단지입구,33.255934,126.412617,정류장
1612,중문동,33.25155,126.4269,정류장
1613,중문보건지소,33.251145,126.434246,정류장
1614,중문초등학교,33.251415,126.430635,정류장
1615,중문환승정류장(중문우체국),33.25189,126.423392,정류장
1616,중앙로(국민은행),33.510733,126.5239,정류장
1617,중앙로(동문시장),33.511683,126.524567,정류장
1618,중앙로(중앙성당),33.512,126.524467,정류장
1619,중앙로(현대약국),33.510888,126.524217,정류장
1620,중앙로터리,33.25285,126.560583,정류장
1621,중앙로터리(동),33.252967,126.56135,정류장
1622,중앙마을,33.501633,126.5197,정류장
1623,중엄리,33.473658,126.373632,정류장
1624,중흥S클래스아파트,33.476389,126.482141,정류장
1625,지경곰,33.551927,126.768594,정류장
1626,지명뒤,33.475381,126.608379,정류장
1627,지세못,33.253155,126.463717,정류장
1628,진개동산,33.224111,126.247511,정류장
1629,진군을리,33.283669,126.36418,정류장
1630,진근동,33.404117,126.263566,정류장
1631,진드르,33.523466,126.606942,정류장
1632,진우파크빌,33.446134,126.905005,정류장
1633,진은동,33.282467,126.730517,정류장
1634,진진내,33.263017,126.544667,정류장
1635,진평연립입구,33.470533,126.522333,정류장
1636,진학농원,33.29995,126.615867,정류장
1637,차남동산,33.452548,126.838078,정류장
1638,창남거리,33.256236,126.581428,정류장
1639,창천리,33.265979,126.370856,정류장
1640,창천리남당물동산,33.261683,126.366167,정류장
1641,창천초등학교,33.264129,126.370711,정류장
1642,처남빌레,33.447811,126.339366,정류장
1643,천수동,33.508467,126.5419,정류장
1644,천제연폭포,33.25395,126.418983,정류장
1645,천지동주민센터,33.248083,126.5617,정류장
1646,천지연폭포입구,33.241211,126.561309,정류장
1647,첨단꿈에그린3단지 아파트,33.450393,126.577421,정류장
1648,청소년문화의집,33.250883,126.56405,정류장
1649,청소년수련원,33.377568,126.238626,정류장
1650,청수리,33.321211,126.244462,정류장
1651,청수리웃동네,33.319892,126.245973,정류장
1652,청수리평화동,33.30955,126.259333,정류장
1653,청용사,33.441916,126.330905,정류장
1654,청화마을 입구,33.456083,126.430229,정류장
1655," 청화마을입구,진밭동네",33.458976,126.426962,정류장
1656,초낭가름,33.488998,126.598399,정류장
1657,초록마을,33.440983,126.2856,정류장
1658,추사유배지,33.2491,126.278882,정류장
1659,축산진흥원입구,33.446856,126.487441,정류장
1660,충혼묘지,33.541567,126.6492,정류장
1661,충혼묘지광장,33.307708,126.570477,정류장
1662,측골,33.267317,126.583283,정류장
1663,칠전동,33.297683,126.194433,정류장
1664,칡오름,33.282733,126.607633,정류장
1665,카카오,33.451164,126.571309,정류장
1666,캐슬렉스골프클럽,33.337353,126.355428,정류장
1667,케이티앤지,33.482077,126.485355,정류장
1668,켄싱턴리조트 악근천,33.2344,126.490433,정류장
1669,켄싱턴리조트 중문점입구,33.250245,126.41022,정류장
1670,큰구릉내,33.487072,126.415426,정류장
1671,큰솔동산,33.247423,126.431851,정류장
1672,탄산온천,33.250453,126.298085,정류장
1673,탐라교육원,33.425875,126.532777,정류장
1674,탐라도뚜리농장,33.502367,126.642383,정류장
1675,탐라승마장,33.433622,126.716819,정류장
1676,탐라장애인 종합복지관,33.500228,126.525625,정류장
1677,탐라중학교,33.491117,126.545525,정류장
1678,탐라중학교/샤인학원,33.49075,126.545303,정류장
1679,탑동입구,33.515313,126.524668,정류장
1680,탑동푸른쉼터,33.516562,126.527116,정류장
1681,태흥3리,33.295683,126.760833,정류장
1682,태흥3리사무소,33.293583,126.757833,정류장
1683,태흥목장,33.3798,126.684867,정류장
1684,태흥초등학교,33.286351,126.745012,정류장
1685," 테디밸리 골프앤리조트,헬로키티 아일랜드",33.291896,126.351198,정류장
1686,테왓동네,33.318998,126.243166,정류장
1687,토산1리 노인회관앞,33.329772,126.770165,정류장
1688,토산1리 리사무소앞,33.326082,126.765823,정류장
1689,토산1리 운동장,33.332828,126.76894,정류장
1690,토산1리 운동장입구,33.332671,126.769099,정류장
1691,토산관광지구입구,33.307376,126.786567,정류장
1692,토산보건소 동쪽,33.327483,126.76815,정류장
1693,토산보건진료소,33.326483,126.767508,정류장
1694,토산초등학교,33.309867,126.777033,정류장
1695,토산초등학교 후문,33.311701,126.776416,정류장
1696,토평 보목입구,33.25875,126.590617,정류장
1697,토평마을회관/서귀포교육지원청,33.271917,126.5898,정류장
1698,토평반석타운,33.271146,126.594323,정류장
1699,토평초등학교,33.268,126.588883,정류장
1700,틀라목,33.500972,126.676963,정류장
1701,파라다이스호텔입구,33.247533,126.57692,정류장
1702,파르나스호텔,33.245109,126.405794,정류장
1703,파인힐호텔,33.241119,126.56464,정류장
1704,판포리,33.364804,126.200251,정류장
1705,판포리 상동,33.367678,126.204191,정류장
1706,편백숲마을,33.46094,126.661389,정류장
1707,평대,33.528609,126.839121,정류장
1708,평대리 앞거리,33.528785,126.839006,정류장
1709,평대리동동,33.524407,126.849792,정류장
1710,평대리사무소,33.528283,126.842334,정류장
1711,평대리서동,33.530785,126.837627,정류장
1712,평대초등학교,33.529455,126.839239,정류장
1713,평생학습관,33.249504,126.558068,정류장
1714,평안전문요양원,33.280683,126.588267,정류장
1715,평지동,33.280783,126.226467,정류장
1716,평지동 옹기박물관,33.282167,126.223817,정류장
1717,평화동,33.309517,126.259433,정류장
1718,평화동 회관,33.307042,126.253551,정류장
1719,평화로 광령1리입구,33.455805,126.441794,정류장
1720,평화박물관입구,33.304656,126.258589,정류장
1721,평화의마을,33.27955,126.293367,정류장
1722,폭남동,33.345034,126.773288,정류장
1723,폭낭사거리,33.286633,126.745967,정류장
1724,표선고등학교,33.330542,126.830091,정류장
1725,표선도서관,33.325468,126.838747,정류장
1726,표선리 사거리,33.325696,126.8335,정류장
1727,표선면 충혼묘지,33.416213,126.762808,정류장
1728,표선오일시장,33.321026,126.830211,정류장
1729,표선중학교,33.32826,126.831221,정류장
1730,표선청년회의소,33.337289,126.828021,정류장
1731,표선초등학교,33.328275,126.83491,정류장
1732,표선파출소,33.324151,126.830697,정류장
1733,표선허브동산,33.330702,126.815984,정류장
1734,표선환승정류장(표선리 제주은행),33.326639,126.833173,정류장
1735,표선환승정류장(표선리사무소),33.325293,126.832416,정류장
1736,표선환승정류장(표선면사무소),33.326583,126.83235,정류장
1737,풍력생태길입구,33.433049,126.824209,정류장
1738,풍천초등학교,33.347477,126.850656,정류장
1739,하가 입구,33.452298,126.344205,정류장
1740,하가리 동카름,33.45773,126.35072,정류장
1741,하가리 오당빌레,33.453476,126.351259,정류장
1742,하가리연못,33.455665,126.348386,정류장
1743,하가삼거리,33.456183,126.348512,정류장
1744,하귀 하나로마트,33.483506,126.412096,정류장
1745,하귀1리,33.472225,126.419093,정류장
1746,하귀농협 경제사업장,33.458151,126.423773,정류장
